round,group,token_count,supported_token_count,unsupported_token_count,class_count,supported_class_count,averaging,supported_fraction,nonholder_exists_given_supported,nonholder_positive_share_given_supported,nonholder_candidate_share_given_supported
81,non_tail80,1443,1443,0,80,80,token_equal,1.0,0.9653499653499653,0.2928430886616931,0.35594825594825596
81,non_tail80,1443,1443,0,80,80,class_equal,1.0,0.9737192613752252,0.34061912943064004,0.39874999999999994
82,all,1516,1512,4,100,100,token_equal,0.9973614775725593,0.966931216931217,0.3131038187156545,0.3802689594356261
82,all,1516,1512,4,100,100,class_equal,0.9954181286549708,0.9764877851257142,0.4321699369833894,0.4946666666666666
82,tail20,73,72,1,20,20,token_equal,0.9863013698630136,0.9861111111111112,0.8151988389360172,0.8717592592592595
82,tail20,73,72,1,20,20,class_equal,0.9875,0.9875,0.8149961146554535,0.8783333333333333
82,non_tail80,1443,1440,3,80,80,token_equal,0.997920997920998,0.9659722222222222,0.2879990677046364,0.3556944444444444
82,non_tail80,1443,1440,3,80,80,class_equal,0.9973976608187135,0.9737347314071428,0.33646339256537333,0.39874999999999994
83,all,1516,1512,4,100,100,token_equal,0.9973614775725593,0.9642857142857143,0.3133295573363602,0.3802910052910053
83,all,1516,1512,4,100,100,class_equal,0.9955090377458798,0.9745350582229872,0.4349741646018414,0.4946666666666666
83,tail20,73,72,1,20,20,token_equal,0.9863013698630136,0.9861111111111112,0.8239291466812896,0.8717592592592595
83,tail20,73,72,1,20,20,class_equal,0.9875,0.9875,0.8270379891197213,0.8783333333333333
83,non_tail80,1443,1440,3,80,80,token_equal,0.997920997920998,0.9631944444444445,0.2877995778691138,0.3557175925925926
83,non_tail80,1443,1440,3,80,80,class_equal,0.9975112971823498,0.971293822778734,0.33695820847237135,0.39874999999999994
84,all,1516,1512,4,100,100,token_equal,0.9973614775725593,0.9636243386243386,0.31813862647755775,0.3802910052910053
84,all,1516,1512,4,100,100,class_equal,0.9955090377458798,0.9756289735669026,0.43766715695808484,0.4946666666666666
84,tail20,73,72,1,20,20,token_equal,0.9863013698630136,1.0,0.8249475875818982,0.8717592592592595
84,tail20,73,72,1,20,20,class_equal,0.9875,1.0,0.826865369639241,0.8783333333333333
84,non_tail80,1443,1440,3,80,80,token_equal,0.997920997920998,0.9618055555555556,0.2927981784223407,0.3557175925925926
84,non_tail80,1443,1440,3,80,80,class_equal,0.9975112971823498,0.9695362169586282,0.3403676037877959,0.39874999999999994
85,all,1516,1513,3,100,100,token_equal,0.9980211081794196,0.9649702577660277,0.31588904612708363,0.38030403172504956
85,all,1516,1513,3,100,100,class_equal,0.9960645933014354,0.9770960731340022,0.4354800973027206,0.4946666666666666
85,tail20,73,72,1,20,20,token_equal,0.9863013698630136,1.0,0.8240650665366045,0.8717592592592595
85,tail20,73,72,1,20,20,class_equal,0.9875,1.0,0.8254201129388076,0.8783333333333333
85,non_tail80,1443,1441,2,80,80,token_equal,0.9986139986139986,0.9632199861207494,0.290497877862347,0.3557483229238954
85,non_tail80,1443,1441,2,80,80,class_equal,0.9982057416267942,0.9713700914175026,0.3379950933936988,0.39874999999999994
86,all,1516,1513,3,100,100,token_equal,0.9980211081794196,0.9610046265697291,0.3062624245631707,0.38012778144965853
86,all,1516,1513,3,100,100,class_equal,0.9956818181818181,0.9719813203429336,0.43122850464690254,0.4946666666666666
86,tail20,73,72,1,20,20,token_equal,0.9863013698630136,0.9861111111111112,0.8483944188673969,0.8717592592592595
86,tail20,73,72,1,20,20,class_equal,0.9875,0.99,0.8483244545265501,0.8783333333333333
86,non_tail80,1443,1441,2,80,80,token_equal,0.9986139986139986,0.9597501734906315,0.2791746358123697,0.35556326625028917
86,non_tail80,1443,1441,2,80,80,class_equal,0.9977272727272727,0.9674766504286669,0.32695451717699053,0.39874999999999994
87,all,1516,1515,1,100,100,token_equal,0.9993403693931399,0.9617161716171617,0.32624345005759525,0.3807700770077007
87,all,1516,1515,1,100,100,class_equal,0.9994444444444445,0.9732156711772844,0.4433211898791209,0.4946666666666666
87,tail20,73,73,0,20,20,token_equal,1.0,0.9863013698630136,0.8156825484789442,0.8716894977168951
87,tail20,73,73,0,20,20,class_equal,1.0,0.9875,0.8140793442735191,0.8783333333333333
87,non_tail80,1443,1442,1,80,80,token_equal,0.9993069993069993,0.9604715672676838,0.3014660199710776,0.3559177068885807
87,non_tail80,1443,1442,1,80,80,class_equal,0.9993055555555556,0.9696445889716054,0.3506316512805213,0.39874999999999994
88,all,1516,1512,4,100,100,token_equal,0.9973614775725593,0.9596560846560847,0.3134449166322614,0.3799382716049383
88,all,1516,1512,4,100,100,class_equal,0.9934444444444444,0.9713053039680042,0.43504977220329233,0.4946666666666666
88,tail20,73,71,2,20,20,token_equal,0.9726027397260274,0.9859154929577465,0.827478369233304,0.8718309859154929
88,tail20,73,71,2,20,20,class_equal,0.975,0.9875,0.8273588607279688,0.8783333333333333
88,non_tail80,1443,1441,2,80,80,token_equal,0.9986139986139986,0.9583622484385843,0.2881177999530984,0.3557020587554938
88,non_tail80,1443,1441,2,80,80,class_equal,0.9980555555555555,0.9672566299600053,0.33697250007212326,0.39874999999999994
89,all,1516,1514,2,100,100,token_equal,0.9986807387862797,0.9656538969616909,0.31964084771705614,0.3805812417437252
89,all,1516,1514,2,100,100,class_equal,0.9970833333333334,0.9776089308966311,0.4371491329849649,0.4946666666666666
89,tail20,73,72,1,20,20,token_equal,0.9863013698630136,1.0,0.820876419786083,0.8717592592592595
89,tail20,73,72,1,20,20,class_equal,0.9875,1.0,0.8178356586012268,0.8783333333333333
89,non_tail80,1443,1442,1,80,80,token_equal,0.9993069993069993,0.9639389736477115,0.2946138288620146,0.35605640314378173
89,non_tail80,1443,1442,1,80,80,class_equal,0.9994791666666668,0.9720111636207889,0.34197750158089946,0.39874999999999994
90,all,1516,1511,5,100,100,token_equal,0.9967018469656992,0.9662475181998676,0.32010595703806727,0.38071917052724463
90,all,1516,1511,5,100,100,class_equal,0.9970368155236576,0.9769906137785429,0.439153037788725,0.4946666666666666
90,tail20,73,73,0,20,20,token_equal,1.0,0.9863013698630136,0.8161833121026515,0.8716894977168951
90,tail20,73,73,0,20,20,class_equal,1.0,0.99,0.818593469172996,0.8783333333333333
90,non_tail80,1443,1438,5,80,80,token_equal,0.9965349965349966,0.9652294853963839,0.2949226142566245,0.35579508576726937
90,non_tail80,1443,1438,5,80,80,class_equal,0.996296019404572,0.9737382672231785,0.34429292994265714,0.39874999999999994
